Start station,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Cluster
"Albert Embankment, Vauxhall",0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.3793103448275863,0.5091185410334347,0.5319148936170213,0.46153846153846145,0.0092592592592593,0.11111111111111116,0.28888888888888875,0.31666666666666665,0.021505376344086002,0.5570599613152805,1.0672727272727272,1.062153163152053,0.4015151515151514,-0.050000000000000044,0.0,0.10000000000000009,0.25,0
"Ampton Street , Clerkenwell",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43333333333333335,1.833333333333333,1.3157894736842106,1.088888888888889,0.6666666666666667,0.3010033444816054,0.5853658536585367,0.20676691729323315,0.04179566563467474,0.5675675675675675,0.6216216216216217,0.3555555555555556,0.5476190476190477,-0.037267080745341685,-0.4215686274509802,-0.08333333333333326,0.4649122807017543,0
"Arundel Street, Temple",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818188,-0.31534090909090917,-0.7928571428571427,0.04761904761904745,-0.059523809523809534,0.17391304347826098,0.2407407407407407,0.1298701298701299,0.24675324675324672,0.519607843137255,1.8285714285714285,1.0731382978723403,1.270053475935829,1.6279069767441858,0.75,-0.6074074074074076,0.0,0
"Ashley Place, Victoria",0.0,0.0,0.0,0.0,0.0,0.0,0.028205128205128105,1.5808823529411766,0.7556149732620319,1.9156492785793562,0.7222222222222223,0.12142857142857144,0.6571428571428573,0.3092436974789916,0.6606574761399786,0.04216073781291163,0.1417004048582997,0.8701298701298701,1.1388888888888888,0.48463356973995264,0.46875,0.4814814814814814,0.13986013986014,0.15384615384615374,0
"Baker Street, Marylebone",0.0,0.0,0.0,0.0,0.0,0.0,-0.21052631578947367,-0.04780487804878053,1.011904761904762,0.9487179487179487,0.3213213213213213,0.5431372549019609,0.8409090909090908,0.7707509881422927,0.16515151515151527,0.8936170212765957,0.9575471698113209,2.611241217798595,1.9833333333333334,0.519047619047619,0.5909090909090908,0.1875,0.33333333333333326,0.19999999999999996,0
"Baldwin Street, St. Luke's",0.0,0.0,0.0,0.0,-1.8888888888888888,0.0,0.3999999999999999,0.2723684210526316,2.584516129032258,1.1865203761755485,0.8999999999999999,0.41346153846153855,1.106382978723404,0.4933333333333332,0.4444444444444444,0.43214285714285716,0.7245370370370372,3.408482142857143,2.1611111111111114,0.6712962962962963,0.26007326007326004,0.3142857142857143,0.35882352941176476,-0.050000000000000044,0
"Belgrave Road, Victoria",0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142794,0.38022113022113024,0.8823088455772112,0.8279720279720282,0.5,0.3666666666666667,0.6451612903225807,0.32352941176470584,0.3099415204678362,0.1775362318840581,0.19729729729729728,1.260989010989011,0.5777777777777777,-0.014814814814814836,0.15714285714285725,0.0964912280701753,-0.375,0.16666666666666674,0
"Belgrave Square, Belgravia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20833333333333326,-0.09472049689440976,-0.09615384615384626,0.375,0.1499999999999999,0.1071428571428572,0.13960113960113962,0.334782608695652,0.2962962962962963,0.5142857142857142,0.9324960753532183,0.7906976744186047,0.3716475095785441,0.19999999999999996,0.0,0.23076923076923084,0.1428571428571428,0
"Bermondsey Street, Bermondsey",0.25,0.0,0.0,0.0,0.0,0.0,1.3148148148148149,2.630402384500745,4.728327228327228,3.52280701754386,1.4285714285714284,0.8733333333333333,0.6707726763717805,1.0413533834586466,0.4615384615384617,0.868421052631579,0.30654761904761907,0.4135338345864663,-0.5705128205128203,0.4371833839918946,0.345,0.0,0.02777777777777768,0.25,0
"Berry Street, Clerkenwell",0.16666666666666674,0.0,0.0,0.0,0.0,0.0,0.0,0.411111111111111,0.5964912280701755,0.915151515151515,0.640650406504065,0.9694444444444443,0.30010604453870626,0.7179487179487178,0.48863636363636354,0.9365079365079365,1.0989974937343359,3.651724137931035,3.0127118644067794,0.6689560439560438,-0.03194103194103182,0.5772058823529411,0.1647727272727273,0.25,0
"Black Prince Road, Vauxhall",0.33333333333333326,0.0,0.0,0.0,0.0,0.0,0.47058823529411775,0.962962962962963,3.80327868852459,0.8812997347480105,0.36701509872241567,0.1171052631578946,0.06666666666666665,0.3787878787878787,0.04377880184331806,-0.03529411764705892,-0.013586956521739024,0.019607843137254832,0.027210884353741527,0.4602272727272727,0.3306451612903225,0.16194331983805688,0.39473684210526305,0.25,0
"Bolsover Street, Fitzrovia",0.0,0.0,0.0,0.0,0.0,0.0,0.1923076923076923,0.19301470588235303,1.2339901477832511,0.44487427466150886,0.38803088803088803,0.7941176470588236,0.12804878048780477,0.9285714285714286,0.7091836734693877,0.3058608058608059,0.6624040920716112,1.5363408521303257,0.9011299435028246,0.37320574162679443,-0.0326923076923078,0.2777777777777777,0.1166666666666667,0.1428571428571428,0
"Borough High Street, The Borough",0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.3968531468531469,0.46515679442508717,2.5385245901639344,1.0238095238095237,0.38888888888888884,0.47159090909090917,0.4466165413533836,0.6028138528138527,0.33687002652519893,0.4222560975609757,0.6837209302325582,1.0059523809523807,0.6494117647058824,0.6530920060331824,0.05128205128205132,0.017857142857142794,0.03571428571428581,-0.06349206349206349,0
