Start station,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Cluster,commonName,lat,lon,NbDocks,geometry,Community
"Crawford Street, Marylebone",0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.4273504273504274,1.7907656341320866,1.3662280701754388,0.8245283018867924,0.609009009009009,0.35137533274179233,0.4703947368421053,0.3157894736842106,0.4197860962566844,0.5888888888888888,0.8127530364372471,1.2338383838383837,0.6420454545454546,0.6507936507936507,0.5833333333333335,0.41714285714285726,0.5294117647058822,0,"Crawford Street, Marylebone",51.52026,-0.157183,18,POINT (697222.0039486261 5711513.923644061),1
"Crosswall, Tower",0.33333333333333326,0.0,0.0,0.0,0.0,0.0,2.192982456140351,8.218462823725982,4.946051167964406,3.1930729550479002,1.1518644067796608,0.3423423423423424,0.9241486068111453,0.531135531135531,0.07499999999999996,-0.25384615384615383,0.5087719298245612,3.0971055088702144,1.7232758620689652,1.6308962264150941,0.8903743315508021,0.7446808510638299,0.20000000000000018,0.4375,0,"Crosswall, Tower",51.511594,-0.077121,34,POINT (702813.7865835119 5710769.347230517),1
"Drummond Street , Euston",0.0,0.0,0.0,0.0,0.0,0.0,0.6603773584905661,3.9508196721311473,4.901129943502824,0.9767441860465116,0.6774193548387097,0.2666666666666666,0.1333333333333333,0.23529411764705888,0.07499999999999996,0.1875,0.31666666666666665,-0.24751066856330017,-0.45238095238095233,0.46638655462184864,-0.13888888888888906,0.05555555555555558,0.5714285714285714,0.25,0,"Drummond Street , Euston",51.527326,-0.136052,28,POINT (698656.9362694563 5712356.727549303),1
"Elizabeth Bridge, Victoria",0.0,-0.6666666666666667,-0.33333333333333326,0.0,0.0,0.0,0.1428571428571428,0.5098039215686274,0.26875000000000004,0.4500818330605565,0.3666666666666667,0.5714285714285714,0.2637362637362637,0.4358974358974359,0.4285714285714286,0.2905982905982907,0.38618925831202033,1.2666666666666668,0.5666666666666667,0.5320855614973261,0.4945054945054945,0.14782608695652177,-0.23308270676691745,0.2857142857142858,0,"Elizabeth Bridge, Victoria",51.492369,-0.147478,34,POINT (698016.102754892 5708439.146307175),1
"Euston Square Gardens, Euston",0.0,0.0,0.0,0.0,0.0,0.08000000000000007,0.6730769230769231,2.3622222222222224,4.068181818181818,1.375,1.2032967032967035,0.5294117647058822,-0.00793650793650813,0.26315789473684204,0.3571428571428572,0.0,0.09207459207459201,-0.2749999999999999,0.3620689655172413,0.5162337662337664,0.12030075187969924,0.1333333333333333,-0.33333333333333326,0.4444444444444444,0,"Euston Square Gardens, Euston",51.527068,-0.131861,30,POINT (698948.7141651544 5712339.434673073),1
"Eversholt Street , Camden Town",-0.1428571428571428,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.265625,1.2916666666666665,0.894736842105263,0.40208333333333335,0.25213675213675213,-0.06818181818181812,0.36250000000000004,0.4945054945054945,-0.19130434782608696,0.24929971988795518,0.3481481481481481,0.39089481946624804,0.013157894736842035,0.22962962962962963,0.6038461538461537,0.07499999999999996,0,"Eversholt Street , Camden Town",51.533005,-0.136792,16,POINT (698580.8915070909 5712986.123613737),1
"Fanshaw Street, Hoxton",0.41666666666666674,0.0,0.0,-0.6666666666666667,0.0,0.0,0.5294117647058822,1.3157894736842106,3.2183622828784118,2.6164874551971327,0.6400000000000001,0.7816836262719702,0.6986794717887155,0.8571428571428572,0.588972431077694,0.32352941176470584,0.19004524886877827,0.8655700510493478,0.4943977591036415,0.948051948051948,0.6023706896551724,0.26086956521739135,0.5606060606060606,0.03333333333333344,0,"Fanshaw Street, Hoxton",51.529537,-0.083353,36,POINT (702301.8755660217 5712747.0122642545),1
"Finsbury Leisure Centre, St. Luke's",0.0,0.0,0.0,1.0,-0.19999999999999996,0.1428571428571428,1.3,2.6900000000000004,6.203125,2.435483870967742,1.5055555555555558,0.6233962264150943,0.6672932330827066,1.6001024065540193,0.9427609427609427,0.523809523809524,0.596774193548387,1.0886803874092008,2.6469907407407405,2.3898505114083406,0.9700715679895899,0.3928571428571428,-0.06071428571428572,-0.4454545454545453,0,"Finsbury Leisure Centre, St. Luke's",51.526008,-0.096317,20,POINT (701418.433361303 5712318.870363641),1
"Finsbury Square , Moorgate",0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111116,-0.13636363636363646,-1.5684485006518905,0.7047619047619049,0.00512820512820511,0.4833333333333334,0.11038961038961048,0.5714285714285714,0.296068796068796,0.3388888888888888,0.7222222222222223,4.118169398907104,2.5013979496738115,1.1041666666666665,0.9090909090909092,0.43999999999999995,0.38888888888888884,0.09090909090909083,0,"Finsbury Square , Moorgate",51.520962,-0.085634,33,POINT (702181.6916336799 5711787.324658935),1
"Foley Street, Fitzrovia",0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.17305458768873394,0.8618275607958734,-0.23710819009100126,0.442871587462083,0.8942307692307694,0.33578947368421064,0.4119047619047618,0.3076923076923077,0.5441176470588234,1.7337164750957852,3.2130434782608694,3.180392156862745,1.1799999999999997,0.875,0.4624999999999999,0.368421052631579,0.15384615384615374,0,"Foley Street, Fitzrovia",51.519181,-0.140485,24,POINT (698384.9116155463 5711439.11377541),1
"Frith Street, Soho",-0.06666666666666665,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.09090909090909083,-0.29807692307692313,0.1473429951690821,0.4826839826839826,0.16190476190476177,0.2532467532467533,0.4343891402714932,0.5714285714285714,0.2272727272727273,0.5621052631578947,0.5093167701863353,0.3316326530612246,0.48945615982241986,0.8793650793650793,0.9375,1.525,0.7619047619047616,0,"Frith Street, Soho",51.513103,-0.131213,18,POINT (699054.5633347848 5710788.536672089),1
"Gaywood  Street, Elephant & Castle",-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.473684210526316,1.8333333333333333,1.1410256410256407,0.375,0.4179487179487178,0.025252525252525304,0.4782608695652173,0.37142857142857144,0.3913043478260869,0.3367003367003367,0.35372340425531923,0.04870129870129869,0.5931372549019609,0.10139860139860146,0.14285714285714302,0.17619047619047623,0.2727272727272727,0,"Gaywood  Street, Elephant & Castle",51.49605,-0.104193,45,POINT (701004.0863286003 5708966.431320187),1
"George Place Mews, Marylebone",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142858,1.1866666666666668,0.8494736842105264,0.27494456762749464,0.6000000000000001,0.4666666666666668,0.3999999999999999,0.3571428571428572,0.46875,0.4516129032258065,0.5942307692307691,0.7,0.5416666666666667,0.11029411764705888,-0.125,0.05714285714285716,0.11111111111111116,0,"George Place Mews, Marylebone",51.516892,-0.158249,16,POINT (697162.6140893222 5711136.585945214),1
"Geraldine Street, Elephant & Castle",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5918367346938775,0.5,-0.00793650793650813,0.33333333333333326,-0.05555555555555558,-0.11111111111111116,-0.15760869565217384,0.6842105263157894,0.20948616600790504,-0.0714285714285714,0.1456140350877193,-0.016666666666666607,0.18939393939393945,0.2321428571428572,0.0,0.6666666666666667,0,"Geraldine Street, Elephant & Castle",51.496127,-0.106,17,POINT (700878.3439261065 5708970.029642194),1
"Godliman Street, St. Paul's",0.0,0.0,0.0,0.0,0.0,0.0,-0.5666666666666667,-1.0375,-1.2401960784313726,-0.10367892976588644,0.11176470588235299,-0.023809523809523947,0.6484848484848484,0.641025641025641,0.7714285714285711,1.1307692307692307,1.349898580121704,4.7727272727272725,2.857142857142857,0.7683397683397681,0.4027777777777777,-0.6875,0.375,-0.6666666666666667,0,"Godliman Street, St. Paul's",51.512484,-0.099141,25,POINT (701282.2251579571 5710807.477017853),1
"Grafton Street, Mayfair",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5256756756756757,0.19612068965517238,0.33333333333333326,0.3653846153846154,0.19078947368421062,0.11739130434782608,0.09999999999999987,-0.1399999999999999,0.7941176470588236,0.8995098039215685,1.329090909090909,0.7931034482758621,0.1875,0.1428571428571428,0.0,0.0,0,"Grafton Street, Mayfair",51.509992,-0.143495,18,POINT (698216.0289577442 5710409.2982946765),1
"Graham Street, Angel",0.0,0.0,0.0,0.0,-1.0,0.0,0.575,2.2131147540983607,6.157258064516129,4.320430107526882,1.3547008547008548,0.45238095238095255,0.5173913043478262,0.11351351351351369,0.17450980392156867,0.3019943019943021,0.41087962962962954,0.46479500891265624,1.1345029239766082,0.4821428571428572,0.22417153996101358,0.20300751879699241,0.41666666666666674,0.0,0,"Graham Street, Angel",51.532661,-0.099981,26,POINT (701134.9859140397 5713048.478187342),1
"Great Suffolk Street, The Borough",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,3.5428571428571427,0.625,0.4433497536945814,0.36363636363636354,0.27956989247311825,0.33333333333333326,0.33333333333333326,0.3076923076923077,0.5,0.938029661016949,1.0784313725490196,0.01672240802675584,0.07357357357357364,0.023809523809523725,0.022727272727272707,0.125,0,"Great Suffolk Street, The Borough",51.501732,-0.100292,21,POINT (701249.7687710027 5709608.887667844),1
"Grosvenor Crescent, Belgravia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277777777777779,-0.20634920634920628,0.23809523809523814,0.3076923076923077,-0.3666666666666667,0.19999999999999996,0.6428571428571428,0.3434343434343434,1.0789473684210527,0.11363636363636354,0.15999999999999992,0.3076923076923077,0.0714285714285714,0.0,0.0,0.0,0,"Grosvenor Crescent, Belgravia",51.501352,-0.153194,18,POINT (697580.5167388308 5709422.445313127),1
"Guilford Street , Bloomsbury",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1210526315789473,-0.3688524590163933,1.0316498316498317,0.6183673469387754,0.7692307692307692,0.9566326530612246,0.7186147186147187,0.4538461538461538,0.9062937062937064,2.3025806451612905,5.0648723257418915,2.062950819672131,1.0,0.90359477124183,0.5789473684210527,0.16363636363636358,0.09890109890109877,0,"Guilford Street , Bloomsbury",51.523346,-0.120202,32,POINT (699773.5855847336 5711957.394637886),1
"Harris Academy, Bermondsey",0.0,0.0,0.0,-0.5,0.0,0.0,0.0,1.358490566037736,2.4210526315789473,1.150943396226415,0.3571428571428572,0.45833333333333326,0.643939393939394,0.10784313725490202,0.1428571428571428,0.5185185185185186,0.15714285714285725,0.04367201426024958,0.11507936507936511,0.009316770186335477,0.15434782608695663,-0.26455026455026465,-0.2777777777777777,-0.33333333333333326,0,"Harris Academy, Bermondsey",51.492668,-0.07235,18,POINT (703228.9948502233 5708678.379133785),1
"Hatton Wall, Holborn",0.625,1.0,0.0,0.0,0.0,0.04878048780487809,-0.5,0.2713178294573644,1.0140089418777944,0.553030303030303,0.20680851063829797,0.5347091932457786,0.49603174603174605,1.0718518518518516,0.9046563192904655,0.9755911517925249,1.4249165739710792,3.9542824074074074,3.541935483870968,0.7396226415094338,0.6936170212765957,0.5488565488565489,0.40625,-0.07826086956521738,0,"Hatton Wall, Holborn",51.521661,-0.109006,26,POINT (700557.5179070572 5711800.693465647),1
"Holborn Circus, Holborn",0.0,0.0,0.0,0.0,0.0,-0.22222222222222232,-0.24675324675324672,-0.2564102564102564,-5.267184354328444,-2.135961680176861,-0.28174603174603186,0.23376623376623362,0.6942857142857144,1.1278592375366567,0.7758865248226949,1.4861503674392311,2.0658307210031346,7.227106227106228,8.615238095238094,4.866666666666667,1.475,0.5925925925925926,0.3999999999999999,0.2857142857142858,0,"Holborn Circus, Holborn",51.51795,-0.108657,40,POINT (700598.0375795757 5711389.054823046),1
"Holy Trinity Brompton, Knightsbridge",0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6428571428571428,0.30833333333333335,0.11282051282051286,0.4444444444444444,-0.06666666666666665,-0.07499999999999996,0.16666666666666652,0.38095238095238093,0.6000000000000001,0.4966216216216217,1.1201923076923075,0.48888888888888893,0.5,0.34782608695652173,0.46153846153846145,0.3076923076923077,0.375,0,"Holy Trinity Brompton, Knightsbridge",51.497056,-0.168917,28,POINT (696507.9587419257 5708902.460507984),1
"Horseferry Road, Westminster",0.0,0.0,0.0,-0.5,1.0,0.0,0.09677419354838701,-0.21969696969696972,0.6206538661131293,0.7511773940345368,0.3555555555555556,0.5666666666666667,0.7403100775193798,0.3404940923737916,0.5809523809523809,0.6656976744186047,1.325115562403698,3.666666666666667,1.6750700280112045,0.32162162162162167,0.11568627450980395,-0.10606060606060597,0.03174603174603163,0.08333333333333348,0,"Horseferry Road, Westminster",51.494816,-0.130458,16,POINT (699186.7028334276 5708757.405095611),1
"Hyde Park Corner, Hyde Park",0.33333333333333326,-1.0,0.0,0.0,0.0,0.0,0.15384615384615374,0.27913279132791313,0.6742424242424243,1.3265421618562532,0.9345238095238093,1.5251491901108265,1.4682539682539684,0.3803418803418799,0.8879245283018871,1.5958620689655172,1.7783818356251997,0.9586956521739127,0.7841880341880345,0.9150197628458496,0.4015151515151514,0.22222222222222232,0.27380952380952395,0.19999999999999996,0,"Hyde Park Corner, Hyde Park",51.503117,-0.15352,36,POINT (697550.2588241849 5709617.80216424),1
"Kennington Station, Kennington",0.33333333333333326,0.0,0.0,0.0,0.0,0.0,0.2857142857142858,0.46341463414634143,1.7321428571428572,0.8367346938775511,-0.07142857142857162,0.5555555555555556,0.1428571428571428,0.3666666666666667,-0.07017543859649122,0.22258064516129017,0.43333333333333335,0.5336538461538463,0.23809523809523814,0.08434959349593507,0.37254901960784315,0.0727874276261371,0.15476190476190466,0.5217391304347827,0,"Kennington Station, Kennington",51.488852,-0.105593,23,POINT (700938.5908196815 5708162.302816168),1
"Kings Gate House, Westminster",0.0,0.0,0.0,0.0,0.0,0.0,-0.19999999999999996,-0.9065040650406504,-0.9575,0.03571428571428581,0.18518518518518512,-0.02499999999999991,0.18518518518518512,0.3895833333333334,0.25,0.5227272727272727,1.0653061224489797,3.245614035087719,1.562152133580705,0.3902439024390243,0.5407239819004526,-0.023809523809523947,0.0,0.0,0,"Kings Gate House, Westminster",51.497698,-0.137598,24,POINT (698678.6410075375 5709058.419013274),1
"Kingsway, Covent Garden",0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.01724137931034475,0.14473684210526305,-1.0,0.01666666666666683,-0.23333333333333317,0.125,-0.050000000000000044,0.08000000000000007,0.23529411764705888,0.5789473684210527,0.6666666666666667,0.7407407407407407,0.8999999999999999,0.0,0.46666666666666656,0.0,0,"Kingsway, Covent Garden",51.514409,-0.118478,16,POINT (699932.309677859 5710968.471359404),1
"Lambeth North Station, Waterloo",0.0,0.0,0.0,0.0,0.0,0.0,0.3571428571428572,0.28928571428571415,1.3210526315789473,1.412121212121212,0.48571428571428577,0.07843137254901977,0.07236842105263164,0.11688311688311681,-0.07758620689655182,0.20779220779220786,0.4427001569858713,0.5188679245283021,1.0807043286867206,0.4204545454545454,0.19354838709677424,0.2705882352941178,0.26428571428571423,-0.24242424242424243,0,"Lambeth North Station, Waterloo",51.49914,-0.112031,20,POINT (700446.5746796948 5709288.478944284),1
"Leman Street, Aldgate",0.16666666666666674,0.0,0.0,0.0,0.0,0.0,0.47058823529411775,1.349425287356322,2.253820033955858,0.7200000000000002,0.40909090909090917,0.4880382775119618,0.7058823529411764,0.4421052631578948,0.2761904761904761,0.21818181818181803,0.13137254901960782,0.7065826330532214,0.5414285714285716,0.23076923076923084,0.49672667757774147,0.14715719063545163,0.06666666666666665,-0.09803921568627438,0,"Leman Street, Aldgate",51.512363,-0.069542,37,POINT (703336.1520216146 5710875.885859975),1
"Long Lane , Bermondsey",0.0,0.0,0.0,0.0,0.0,0.7666666666666666,0.46341463414634143,1.2400000000000002,4.0,0.8882575757575759,0.3448275862068966,0.5675675675675675,0.5111111111111111,0.40390390390390385,0.3604395604395605,-0.059523809523809534,0.6830769230769231,0.8106060606060608,0.9145267791636096,0.41422287390029333,-0.023809523809523947,0.08205128205128198,-0.33333333333333326,0.19999999999999996,0,"Long Lane , Bermondsey",51.499075,-0.085666,20,POINT (702276.4370427174 5709353.81423196),1
