current_station,hour,median_fullness_rate,station,factor,efficiency,fullness_based_on_x_observations
"Harrington Square 1, Camden Town",18,0.2222222222222222,"Harrington Square 1, Camden Town",0.5428571428571429,0.3206349206349207,66
"Harrington Square 1, Camden Town",19,0.2222222222222222,"Harrington Square 1, Camden Town",0.6000000000000001,0.3777777777777779,67
"Harrington Square 1, Camden Town",20,0.25925925925925924,"Harrington Square 1, Camden Town",0.6500000000000001,0.3907407407407409,69
"Harrington Square 1, Camden Town",21,0.2962962962962963,"Harrington Square 1, Camden Town",0.5,0.20370370370370372,69
"Harrington Square 1, Camden Town",22,0.2962962962962963,"Harrington Square 1, Camden Town",0.4448979591836736,0.1486016628873773,69
"Harrington Square 1, Camden Town",23,0.37037037037037035,"Harrington Square 1, Camden Town",0.5,0.12962962962962965,66
"Harris Academy, Bermondsey",0,0.6111111111111112,"Harris Academy, Bermondsey",0.8,0.18888888888888888,108
"Harris Academy, Bermondsey",1,0.6666666666666666,"Harris Academy, Bermondsey",0.5,0.16666666666666663,108
"Harris Academy, Bermondsey",2,0.6666666666666666,"Harris Academy, Bermondsey",0.2,0.4666666666666666,108
"Harris Academy, Bermondsey",3,0.6666666666666666,"Harris Academy, Bermondsey",0.2,0.4666666666666666,108
"Harris Academy, Bermondsey",4,0.6666666666666666,"Harris Academy, Bermondsey",0.2,0.4666666666666666,108
"Harris Academy, Bermondsey",5,0.6666666666666666,"Harris Academy, Bermondsey",0.5,0.16666666666666663,108
"Harris Academy, Bermondsey",6,0.6666666666666666,"Harris Academy, Bermondsey",0.2,0.4666666666666666,107
"Harris Academy, Bermondsey",7,0.6666666666666666,"Harris Academy, Bermondsey",0.41666666666666685,0.24999999999999978,108
"Harris Academy, Bermondsey",8,0.5,"Harris Academy, Bermondsey",0.37142857142857144,0.12857142857142856,107
"Harris Academy, Bermondsey",9,0.3333333333333333,"Harris Academy, Bermondsey",0.30000000000000004,0.03333333333333327,105
"Harris Academy, Bermondsey",10,0.2777777777777778,"Harris Academy, Bermondsey",0.2,0.07777777777777778,100
"Harris Academy, Bermondsey",11,0.2222222222222222,"Harris Academy, Bermondsey",0.4,0.1777777777777778,101
"Harris Academy, Bermondsey",12,0.2222222222222222,"Harris Academy, Bermondsey",0.4,0.1777777777777778,102
"Harris Academy, Bermondsey",13,0.19444444444444442,"Harris Academy, Bermondsey",0.35584415584415585,0.16139971139971143,102
"Harris Academy, Bermondsey",14,0.16666666666666666,"Harris Academy, Bermondsey",0.46966292134831494,0.30299625468164826,96
"Harris Academy, Bermondsey",15,0.16666666666666666,"Harris Academy, Bermondsey",0.5,0.33333333333333337,98
"Harris Academy, Bermondsey",16,0.2222222222222222,"Harris Academy, Bermondsey",0.5,0.2777777777777778,95
"Harris Academy, Bermondsey",17,0.2222222222222222,"Harris Academy, Bermondsey",0.6000000000000001,0.3777777777777779,103
"Harris Academy, Bermondsey",18,0.2777777777777778,"Harris Academy, Bermondsey",0.5750000000000006,0.29722222222222283,106
"Harris Academy, Bermondsey",19,0.3333333333333333,"Harris Academy, Bermondsey",0.5931034482758621,0.25977011494252883,107
"Harris Academy, Bermondsey",20,0.3888888888888889,"Harris Academy, Bermondsey",0.46666666666666673,0.07777777777777783,109
"Harris Academy, Bermondsey",21,0.4444444444444444,"Harris Academy, Bermondsey",0.8,0.3555555555555556,109
"Harris Academy, Bermondsey",22,0.5,"Harris Academy, Bermondsey",0.8,0.30000000000000004,109
"Harris Academy, Bermondsey",23,0.6111111111111112,"Harris Academy, Bermondsey",0.8,0.18888888888888888,109
"Harrowby Street, Marylebone",0,0.625,"Harrowby Street, Marylebone",0.6181818181818182,0.006818181818181834,87
"Harrowby Street, Marylebone",1,0.625,"Harrowby Street, Marylebone",0.5050847457627119,0.1199152542372881,87
"Harrowby Street, Marylebone",2,0.625,"Harrowby Street, Marylebone",0.8,0.17500000000000004,86
"Harrowby Street, Marylebone",3,0.59375,"Harrowby Street, Marylebone",0.2,0.39375,86
"Harrowby Street, Marylebone",4,0.5625,"Harrowby Street, Marylebone",0.8,0.23750000000000004,86
"Harrowby Street, Marylebone",5,0.5625,"Harrowby Street, Marylebone",0.2,0.3625,86
"Harrowby Street, Marylebone",6,0.59375,"Harrowby Street, Marylebone",0.2,0.39375,86
"Harrowby Street, Marylebone",7,0.5625,"Harrowby Street, Marylebone",0.5000000000000001,0.06249999999999989,82
"Harrowby Street, Marylebone",8,0.5625,"Harrowby Street, Marylebone",0.5,0.0625,74
"Harrowby Street, Marylebone",9,0.4375,"Harrowby Street, Marylebone",0.44000000000000006,0.0025000000000000577,70
"Harrowby Street, Marylebone",10,0.3125,"Harrowby Street, Marylebone",0.33793103448275885,0.025431034482758852,68
"Harrowby Street, Marylebone",11,0.1875,"Harrowby Street, Marylebone",0.6000000000000001,0.4125000000000001,71
"Harrowby Street, Marylebone",12,0.1875,"Harrowby Street, Marylebone",0.353658536585366,0.166158536585366,65
"Harrowby Street, Marylebone",13,0.1875,"Harrowby Street, Marylebone",0.49629629629629657,0.30879629629629657,71
"Harrowby Street, Marylebone",14,0.1875,"Harrowby Street, Marylebone",0.5,0.3125,77
"Harrowby Street, Marylebone",15,0.1875,"Harrowby Street, Marylebone",0.44000000000000006,0.25250000000000006,73
"Harrowby Street, Marylebone",16,0.21875,"Harrowby Street, Marylebone",0.6000000000000001,0.3812500000000001,80
"Harrowby Street, Marylebone",17,0.25,"Harrowby Street, Marylebone",0.4608695652173917,0.2108695652173917,81
"Harrowby Street, Marylebone",18,0.3125,"Harrowby Street, Marylebone",0.6000000000000001,0.2875000000000001,87
"Harrowby Street, Marylebone",19,0.375,"Harrowby Street, Marylebone",0.44000000000000006,0.06500000000000006,90
"Harrowby Street, Marylebone",20,0.5,"Harrowby Street, Marylebone",0.56,0.06000000000000005,92
"Harrowby Street, Marylebone",21,0.5,"Harrowby Street, Marylebone",0.637837837837838,0.13783783783783798,91
"Harrowby Street, Marylebone",22,0.5625,"Harrowby Street, Marylebone",0.6500000000000001,0.08750000000000013,91
"Harrowby Street, Marylebone",23,0.5625,"Harrowby Street, Marylebone",0.8,0.23750000000000004,91
"Hartington Road, Stockwell",0,0.32857142857142857,"Hartington Road, Stockwell",0.2,0.12857142857142856,96
"Hartington Road, Stockwell",1,0.34285714285714286,"Hartington Road, Stockwell",0.2,0.14285714285714285,97
"Hartington Road, Stockwell",2,0.34285714285714286,"Hartington Road, Stockwell",0.2,0.14285714285714285,96
"Hartington Road, Stockwell",3,0.34285714285714286,"Hartington Road, Stockwell",0.5,0.15714285714285714,96
"Hartington Road, Stockwell",4,0.34285714285714286,"Hartington Road, Stockwell",0.8,0.4571428571428572,97
"Hartington Road, Stockwell",5,0.3142857142857143,"Hartington Road, Stockwell",0.5,0.18571428571428572,97
"Hartington Road, Stockwell",6,0.3142857142857143,"Hartington Road, Stockwell",0.2,0.11428571428571427,95
"Hartington Road, Stockwell",7,0.2571428571428571,"Hartington Road, Stockwell",0.3538461538461539,0.0967032967032968,95
"Hartington Road, Stockwell",8,0.22857142857142856,"Hartington Road, Stockwell",0.49230769230769234,0.2637362637362638,95
"Hartington Road, Stockwell",9,0.14285714285714285,"Hartington Road, Stockwell",0.408695652173913,0.26583850931677017,92
"Hartington Road, Stockwell",10,0.14285714285714285,"Hartington Road, Stockwell",0.4285714285714286,0.28571428571428575,87
"Hartington Road, Stockwell",11,0.11428571428571428,"Hartington Road, Stockwell",0.44000000000000006,0.3257142857142858,85
"Hartington Road, Stockwell",12,0.11428571428571428,"Hartington Road, Stockwell",0.5,0.38571428571428573,87
"Hartington Road, Stockwell",13,0.11428571428571428,"Hartington Road, Stockwell",0.32000000000000006,0.2057142857142858,89
"Hartington Road, Stockwell",14,0.11428571428571428,"Hartington Road, Stockwell",0.4,0.28571428571428575,88
"Hartington Road, Stockwell",15,0.14285714285714285,"Hartington Road, Stockwell",0.5176470588235295,0.3747899159663866,89
"Hartington Road, Stockwell",16,0.14285714285714285,"Hartington Road, Stockwell",0.56,0.4171428571428572,92
"Hartington Road, Stockwell",17,0.14285714285714285,"Hartington Road, Stockwell",0.5428571428571429,0.4000000000000001,93
"Hartington Road, Stockwell",18,0.17142857142857143,"Hartington Road, Stockwell",0.6195488721804512,0.44812030075187975,94
"Hartington Road, Stockwell",19,0.24285714285714283,"Hartington Road, Stockwell",0.44000000000000006,0.19714285714285723,94
"Hartington Road, Stockwell",20,0.2571428571428571,"Hartington Road, Stockwell",0.56,0.30285714285714294,95
"Hartington Road, Stockwell",21,0.2857142857142857,"Hartington Road, Stockwell",0.6064516129032258,0.3207373271889401,95
"Hartington Road, Stockwell",22,0.2857142857142857,"Hartington Road, Stockwell",0.56,0.27428571428571435,94
"Hartington Road, Stockwell",23,0.3142857142857143,"Hartington Road, Stockwell",0.6000000000000001,0.2857142857142858,94
"Hatton Garden, Holborn",0,0.07142857142857142,"Hatton Garden, Holborn",0.8,0.7285714285714286,63
"Hatton Garden, Holborn",1,0.07142857142857142,"Hatton Garden, Holborn",0.2,0.1285714285714286,66
"Hatton Garden, Holborn",2,0.07142857142857142,"Hatton Garden, Holborn",0.5,0.4285714285714286,64
"Hatton Garden, Holborn",3,0.07142857142857142,"Hatton Garden, Holborn",0.5,0.4285714285714286,63
"Hatton Garden, Holborn",4,0.07142857142857142,"Hatton Garden, Holborn",0.5,0.4285714285714286,63
"Hatton Garden, Holborn",5,0.07142857142857142,"Hatton Garden, Holborn",0.5,0.4285714285714286,63
"Hatton Garden, Holborn",6,0.07142857142857142,"Hatton Garden, Holborn",0.6153846153846154,0.543956043956044,61
"Hatton Garden, Holborn",7,0.07142857142857142,"Hatton Garden, Holborn",0.6110236220472441,0.5395950506186727,89
"Hatton Garden, Holborn",8,0.14285714285714285,"Hatton Garden, Holborn",0.509012875536481,0.36615573267933815,86
"Hatton Garden, Holborn",9,0.39285714285714285,"Hatton Garden, Holborn",0.55,0.1571428571428572,61
"Hatton Garden, Holborn",10,0.5714285714285714,"Hatton Garden, Holborn",0.5073170731707317,0.06411149825783968,53
"Hatton Garden, Holborn",11,0.5714285714285714,"Hatton Garden, Holborn",0.56,0.011428571428571344,55
"Hatton Garden, Holborn",12,0.5714285714285714,"Hatton Garden, Holborn",0.5,0.0714285714285714,54
"Hatton Garden, Holborn",13,0.6071428571428571,"Hatton Garden, Holborn",0.44705882352941184,0.16008403361344525,55
"Hatton Garden, Holborn",14,0.6071428571428571,"Hatton Garden, Holborn",0.5,0.1071428571428571,54
"Hatton Garden, Holborn",15,0.5714285714285714,"Hatton Garden, Holborn",0.5,0.0714285714285714,54
"Hatton Garden, Holborn",16,0.5357142857142857,"Hatton Garden, Holborn",0.49491525423728816,0.04079903147699754,55
"Hatton Garden, Holborn",17,0.42857142857142855,"Hatton Garden, Holborn",0.5,0.07142857142857145,51
"Hatton Garden, Holborn",18,0.25,"Hatton Garden, Holborn",0.44000000000000006,0.19000000000000006,43
"Hatton Garden, Holborn",19,0.14285714285714285,"Hatton Garden, Holborn",0.4,0.2571428571428572,47
"Hatton Garden, Holborn",20,0.10714285714285714,"Hatton Garden, Holborn",0.37142857142857144,0.2642857142857143,55
"Hatton Garden, Holborn",21,0.07142857142857142,"Hatton Garden, Holborn",0.3424460431654677,0.2710174717368963,56
"Hatton Garden, Holborn",22,0.07142857142857142,"Hatton Garden, Holborn",0.4448979591836736,0.3734693877551022,60
"Hatton Garden, Holborn",23,0.07142857142857142,"Hatton Garden, Holborn",0.24615384615384617,0.17472527472527474,61
"Hatton Wall, Holborn",0,0.19230769230769232,"Hatton Wall, Holborn",0.3285714285714286,0.1362637362637363,86
"Hatton Wall, Holborn",1,0.19230769230769232,"Hatton Wall, Holborn",0.7344262295081969,0.5421185372005046,88
"Hatton Wall, Holborn",2,0.19230769230769232,"Hatton Wall, Holborn",0.44705882352941184,0.25475113122171955,88
"Hatton Wall, Holborn",3,0.19230769230769232,"Hatton Wall, Holborn",0.5000000000000001,0.3076923076923078,87
"Hatton Wall, Holborn",4,0.19230769230769232,"Hatton Wall, Holborn",0.2,0.007692307692307693,89
"Hatton Wall, Holborn",5,0.19230769230769232,"Hatton Wall, Holborn",0.32000000000000006,0.12769230769230774,90
"Hatton Wall, Holborn",6,0.19230769230769232,"Hatton Wall, Holborn",0.2,0.007692307692307693,81
"Hatton Wall, Holborn",7,0.15384615384615385,"Hatton Wall, Holborn",0.5076923076923084,0.3538461538461546,74
"Hatton Wall, Holborn",8,0.15384615384615385,"Hatton Wall, Holborn",0.5176470588235295,0.3638009049773756,81
"Hatton Wall, Holborn",9,0.38461538461538464,"Hatton Wall, Holborn",0.5701149425287357,0.1854995579133511,82
"Hatton Wall, Holborn",10,0.5384615384615384,"Hatton Wall, Holborn",0.56,0.021538461538461617,77
"Hatton Wall, Holborn",11,0.5769230769230769,"Hatton Wall, Holborn",0.5241379310344828,0.052785145888594065,77
"Hatton Wall, Holborn",12,0.6538461538461539,"Hatton Wall, Holborn",0.5,0.15384615384615385,77
"Hatton Wall, Holborn",13,0.6538461538461539,"Hatton Wall, Holborn",0.5428571428571429,0.11098901098901093,78
"Hatton Wall, Holborn",14,0.6730769230769231,"Hatton Wall, Holborn",0.44000000000000006,0.23307692307692307,76
"Hatton Wall, Holborn",15,0.6153846153846154,"Hatton Wall, Holborn",0.5,0.11538461538461542,75
"Hatton Wall, Holborn",16,0.6153846153846154,"Hatton Wall, Holborn",0.5,0.11538461538461542,75
"Hatton Wall, Holborn",17,0.5384615384615384,"Hatton Wall, Holborn",0.4727272727272728,0.06573426573426566,77
"Hatton Wall, Holborn",18,0.4230769230769231,"Hatton Wall, Holborn",0.47500000000000003,0.05192307692307696,79
"Hatton Wall, Holborn",19,0.2692307692307692,"Hatton Wall, Holborn",0.41304347826086996,0.14381270903010074,79
"Hatton Wall, Holborn",20,0.23076923076923078,"Hatton Wall, Holborn",0.41702127659574467,0.1862520458265139,81
"Hatton Wall, Holborn",21,0.23076923076923078,"Hatton Wall, Holborn",0.4448979591836736,0.2141287284144428,85
"Hatton Wall, Holborn",22,0.23076923076923078,"Hatton Wall, Holborn",0.5,0.2692307692307692,85
"Hatton Wall, Holborn",23,0.23076923076923078,"Hatton Wall, Holborn",0.43529411764705916,0.20452488687782838,83
"Hawley Crescent, Camden Town",0,0.13636363636363635,"Hawley Crescent, Camden Town",0.5,0.36363636363636365,103
"Hawley Crescent, Camden Town",1,0.13636363636363635,"Hawley Crescent, Camden Town",0.2,0.06363636363636366,103
"Hawley Crescent, Camden Town",2,0.13636363636363635,"Hawley Crescent, Camden Town",0.5,0.36363636363636365,103
"Hawley Crescent, Camden Town",3,0.13636363636363635,"Hawley Crescent, Camden Town",0.5,0.36363636363636365,103
"Hawley Crescent, Camden Town",4,0.13636363636363635,"Hawley Crescent, Camden Town",0.5,0.36363636363636365,103
"Hawley Crescent, Camden Town",5,0.13636363636363635,"Hawley Crescent, Camden Town",0.5,0.36363636363636365,103
"Hawley Crescent, Camden Town",6,0.13636363636363635,"Hawley Crescent, Camden Town",0.2,0.06363636363636366,102
"Hawley Crescent, Camden Town",7,0.13636363636363635,"Hawley Crescent, Camden Town",0.6378378378378379,0.5014742014742015,100
"Hawley Crescent, Camden Town",8,0.13636363636363635,"Hawley Crescent, Camden Town",0.39322033898305087,0.2568567026194145,100
"Hawley Crescent, Camden Town",9,0.13636363636363635,"Hawley Crescent, Camden Town",0.42307692307692313,0.2867132867132868,97
"Hawley Crescent, Camden Town",10,0.13636363636363635,"Hawley Crescent, Camden Town",0.5750000000000002,0.4386363636363638,97
"Hawley Crescent, Camden Town",11,0.13636363636363635,"Hawley Crescent, Camden Town",0.5157894736842106,0.3794258373205742,92
"Hawley Crescent, Camden Town",12,0.13636363636363635,"Hawley Crescent, Camden Town",0.35000000000000003,0.21363636363636368,93
"Hawley Crescent, Camden Town",13,0.13636363636363635,"Hawley Crescent, Camden Town",0.5428571428571429,0.4064935064935066,94
"Hawley Crescent, Camden Town",14,0.13636363636363635,"Hawley Crescent, Camden Town",0.4785714285714286,0.34220779220779224,96
"Hawley Crescent, Camden Town",15,0.13636363636363635,"Hawley Crescent, Camden Town",0.32000000000000006,0.1836363636363637,97
"Hawley Crescent, Camden Town",16,0.13636363636363635,"Hawley Crescent, Camden Town",0.5937499999999999,0.45738636363636354,99
"Hawley Crescent, Camden Town",17,0.13636363636363635,"Hawley Crescent, Camden Town",0.48000000000000004,0.3436363636363637,98
"Hawley Crescent, Camden Town",18,0.13636363636363635,"Hawley Crescent, Camden Town",0.6000000000000001,0.46363636363636374,95
"Hawley Crescent, Camden Town",19,0.13636363636363635,"Hawley Crescent, Camden Town",0.4,0.26363636363636367,99
"Hawley Crescent, Camden Town",20,0.13636363636363635,"Hawley Crescent, Camden Town",0.2,0.06363636363636366,101
"Hawley Crescent, Camden Town",21,0.13636363636363635,"Hawley Crescent, Camden Town",0.2,0.06363636363636366,101
"Hawley Crescent, Camden Town",22,0.13636363636363635,"Hawley Crescent, Camden Town",0.2,0.06363636363636366,101
"Hawley Crescent, Camden Town",23,0.13636363636363635,"Hawley Crescent, Camden Town",0.2,0.06363636363636366,101
"Heath Road, Battersea",0,0.2222222222222222,"Heath Road, Battersea",0.5,0.2777777777777778,104
"Heath Road, Battersea",1,0.2222222222222222,"Heath Road, Battersea",0.2,0.0222222222222222,104
"Heath Road, Battersea",2,0.2222222222222222,"Heath Road, Battersea",0.5,0.2777777777777778,104
"Heath Road, Battersea",3,0.2222222222222222,"Heath Road, Battersea",0.5,0.2777777777777778,104
"Heath Road, Battersea",4,0.2222222222222222,"Heath Road, Battersea",0.5,0.2777777777777778,104
"Heath Road, Battersea",5,0.2222222222222222,"Heath Road, Battersea",0.2,0.0222222222222222,104
"Heath Road, Battersea",6,0.2222222222222222,"Heath Road, Battersea",0.2,0.0222222222222222,104
"Heath Road, Battersea",7,0.18518518518518517,"Heath Road, Battersea",0.2,0.014814814814814836,101
"Heath Road, Battersea",8,0.18518518518518517,"Heath Road, Battersea",0.5,0.3148148148148148,101
"Heath Road, Battersea",9,0.1111111111111111,"Heath Road, Battersea",0.3666666666666668,0.2555555555555557,91
"Heath Road, Battersea",10,0.07407407407407407,"Heath Road, Battersea",0.5870967741935487,0.5130227001194746,89
"Heath Road, Battersea",11,0.07407407407407407,"Heath Road, Battersea",0.6000000000000001,0.525925925925926,87
"Heath Road, Battersea",12,0.07407407407407407,"Heath Road, Battersea",0.4,0.32592592592592595,84
"Heath Road, Battersea",13,0.07407407407407407,"Heath Road, Battersea",0.4,0.32592592592592595,86
"Heath Road, Battersea",14,0.07407407407407407,"Heath Road, Battersea",0.5243243243243245,0.45025025025025045,86
"Heath Road, Battersea",15,0.07407407407407407,"Heath Road, Battersea",0.5,0.42592592592592593,87
"Heath Road, Battersea",16,0.07407407407407407,"Heath Road, Battersea",0.5272727272727273,0.45319865319865327,94
"Heath Road, Battersea",17,0.1111111111111111,"Heath Road, Battersea",0.4571428571428572,0.3460317460317461,96
"Heath Road, Battersea",18,0.1111111111111111,"Heath Road, Battersea",0.56,0.44888888888888895,98
"Heath Road, Battersea",19,0.14814814814814814,"Heath Road, Battersea",0.5750000000000001,0.4268518518518519,103
"Heath Road, Battersea",20,0.18518518518518517,"Heath Road, Battersea",0.5,0.3148148148148148,104
"Heath Road, Battersea",21,0.18518518518518517,"Heath Road, Battersea",0.2,0.014814814814814836,103
"Heath Road, Battersea",22,0.2037037037037037,"Heath Road, Battersea",0.5000000000000001,0.2962962962962964,104
"Heath Road, Battersea",23,0.2222222222222222,"Heath Road, Battersea",0.5000000000000002,0.277777777777778,104
"Here East North, Queen Elizabeth Olympic Park",0,0.03571428571428571,"Here East North, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,71
"Here East North, Queen Elizabeth Olympic Park",1,0.03571428571428571,"Here East North, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,72
"Here East North, Queen Elizabeth Olympic Park",2,0.03571428571428571,"Here East North, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,71
"Here East North, Queen Elizabeth Olympic Park",3,0.03571428571428571,"Here East North, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,71
"Here East North, Queen Elizabeth Olympic Park",4,0.03571428571428571,"Here East North, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,71
"Here East North, Queen Elizabeth Olympic Park",5,0.03571428571428571,"Here East North, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,71
"Here East North, Queen Elizabeth Olympic Park",6,0.03571428571428571,"Here East North, Queen Elizabeth Olympic Park",0.2,0.1642857142857143,71
"Here East North, Queen Elizabeth Olympic Park",7,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.2,0.1285714285714286,92
"Here East North, Queen Elizabeth Olympic Park",8,0.03571428571428571,"Here East North, Queen Elizabeth Olympic Park",0.4608695652173915,0.4251552795031058,73
"Here East North, Queen Elizabeth Olympic Park",9,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.6032786885245902,0.5318501170960188,84
"Here East North, Queen Elizabeth Olympic Park",10,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.44000000000000006,0.36857142857142866,98
"Here East North, Queen Elizabeth Olympic Park",11,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.2,0.1285714285714286,98
"Here East North, Queen Elizabeth Olympic Park",12,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.5391304347826087,0.4677018633540373,99
"Here East North, Queen Elizabeth Olympic Park",13,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.5105882352941177,0.4391596638655463,96
"Here East North, Queen Elizabeth Olympic Park",14,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.47999999999999965,0.40857142857142825,95
"Here East North, Queen Elizabeth Olympic Park",15,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.37142857142857144,0.30000000000000004,95
"Here East North, Queen Elizabeth Olympic Park",16,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.5469879518072289,0.4755593803786575,93
"Here East North, Queen Elizabeth Olympic Park",17,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.5375000000000001,0.4660714285714287,90
"Here East North, Queen Elizabeth Olympic Park",18,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.5071428571428571,0.4357142857142857,80
"Here East North, Queen Elizabeth Olympic Park",19,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.2,0.1285714285714286,77
"Here East North, Queen Elizabeth Olympic Park",20,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.2,0.1285714285714286,74
"Here East North, Queen Elizabeth Olympic Park",21,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.8,0.7285714285714286,70
"Here East North, Queen Elizabeth Olympic Park",22,0.07142857142857142,"Here East North, Queen Elizabeth Olympic Park",0.5,0.4285714285714286,70
"Here East North, Queen Elizabeth Olympic Park",23,0.03571428571428571,"Here East North, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,68
"Here East South, Queen Elizabeth Olympic Park",0,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,54
"Here East South, Queen Elizabeth Olympic Park",1,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.2,0.1642857142857143,54
"Here East South, Queen Elizabeth Olympic Park",2,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,54
"Here East South, Queen Elizabeth Olympic Park",3,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,54
"Here East South, Queen Elizabeth Olympic Park",4,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,54
"Here East South, Queen Elizabeth Olympic Park",5,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,54
"Here East South, Queen Elizabeth Olympic Park",6,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,53
"Here East South, Queen Elizabeth Olympic Park",7,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,52
"Here East South, Queen Elizabeth Olympic Park",8,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.6378378378378379,0.6021235521235522,56
"Here East South, Queen Elizabeth Olympic Park",9,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.8,0.7642857142857143,60
"Here East South, Queen Elizabeth Olympic Park",10,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.2,0.1642857142857143,61
"Here East South, Queen Elizabeth Olympic Park",11,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.8,0.7642857142857143,61
"Here East South, Queen Elizabeth Olympic Park",12,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.2,0.1642857142857143,64
"Here East South, Queen Elizabeth Olympic Park",13,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.4506329113924052,0.4149186256781195,61
"Here East South, Queen Elizabeth Olympic Park",14,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.3125,0.2767857142857143,63
"Here East South, Queen Elizabeth Olympic Park",15,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.2,0.1642857142857143,62
"Here East South, Queen Elizabeth Olympic Park",16,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.36956521739130443,0.33385093167701874,61
"Here East South, Queen Elizabeth Olympic Park",17,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.2,0.1642857142857143,57
"Here East South, Queen Elizabeth Olympic Park",18,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.2,0.1642857142857143,51
"Here East South, Queen Elizabeth Olympic Park",19,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.2,0.1642857142857143,47
"Here East South, Queen Elizabeth Olympic Park",20,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.5000000000000001,0.4642857142857144,55
"Here East South, Queen Elizabeth Olympic Park",21,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.2,0.1642857142857143,52
"Here East South, Queen Elizabeth Olympic Park",22,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.2,0.1642857142857143,52
"Here East South, Queen Elizabeth Olympic Park",23,0.03571428571428571,"Here East South, Queen Elizabeth Olympic Park",0.5,0.4642857142857143,53
"Hereford Road, Bayswater",0,0.5,"Hereford Road, Bayswater",0.2,0.3,51
"Hereford Road, Bayswater",1,0.5,"Hereford Road, Bayswater",0.2,0.3,51
"Hereford Road, Bayswater",2,0.5,"Hereford Road, Bayswater",0.2,0.3,51
"Hereford Road, Bayswater",3,0.5,"Hereford Road, Bayswater",0.2,0.3,51
"Hereford Road, Bayswater",4,0.5,"Hereford Road, Bayswater",0.5,0.0,50
"Hereford Road, Bayswater",5,0.5,"Hereford Road, Bayswater",0.2,0.3,49
"Hereford Road, Bayswater",6,0.5,"Hereford Road, Bayswater",0.2,0.3,49
"Hereford Road, Bayswater",7,0.45454545454545453,"Hereford Road, Bayswater",0.44000000000000006,0.014545454545454473,49
"Hereford Road, Bayswater",8,0.36363636363636365,"Hereford Road, Bayswater",0.40454545454545465,0.040909090909091006,45
"Hereford Road, Bayswater",9,0.22727272727272727,"Hereford Road, Bayswater",0.4387755102040819,0.21150278293135463,32
"Hereford Road, Bayswater",10,0.18181818181818182,"Hereford Road, Bayswater",0.44000000000000006,0.25818181818181823,33
"Hereford Road, Bayswater",11,0.18181818181818182,"Hereford Road, Bayswater",0.44000000000000006,0.25818181818181823,33
"Hereford Road, Bayswater",12,0.13636363636363635,"Hereford Road, Bayswater",0.4974789915966387,0.36111535523300237,36
