Start station,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Cluster
"Albany Street, The Regent's Park",-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.78,2.863492063492063,1.4204545454545454,0.9818181818181817,0.8,0.1376811594202898,0.5585585585585586,0.4883720930232558,0.09840425531914887,0.24493243243243246,0.08421052631578929,0.26923076923076916,0.6118012422360248,0.18693284936479126,0.22222222222222232,-0.04761904761904745,0.0,0
"Aldersgate Street, Barbican",-0.33333333333333326,0.0,0.0,0.0,0.0,0.0,0.3027777777777776,0.7331511839708562,4.81968253968254,3.3478639930252836,1.1859649122807017,0.6666666666666667,0.8461538461538463,1.345029239766082,0.8965034965034966,1.4915254237288136,1.6622807017543861,3.2222222222222223,5.1925708699902255,1.7745849297573435,1.3703703703703705,1.2448979591836733,0.2652439024390243,0.36363636363636354,1
"Argyle Street, Kings Cross",0.25,1.0,0.16666666666666674,0.0,0.06666666666666665,-0.06730769230769229,1.1735849056603773,19.113095238095237,31.633680555555557,10.053349875930522,3.899453551912568,2.919458303635068,1.7327586206896552,0.8961038961038958,1.675974025974026,0.5921198668146503,0.8177387914230021,-1.081638418079096,-0.07368421052631602,0.5777664456909739,0.5329670329670328,0.43157894736842106,0.9722222222222223,0.6296296296296295,1
"Bankside Mix, Bankside",0.2857142857142858,0.33333333333333326,0.0,0.0,0.5,0.0,0.0,0.01401401401401392,-0.1334622823984526,-0.013605442176870763,0.15053763440860224,0.807936507936508,0.36904761904761907,0.27633378932968533,0.5784946236559141,0.7416267942583732,1.0714285714285716,4.0550887021475255,1.594924812030075,0.4646983311938382,0.616260162601626,0.8571428571428572,0.20538720538720545,-0.8181818181818181,0
"Baylis Road, Waterloo",0.07894736842105265,0.0,0.0,0.0,0.0,0.0,1.1469945355191256,2.6959761549925485,8.206088992974237,3.7483606557377045,1.559322033898305,1.0955882352941175,0.8136363636363637,1.06312292358804,0.7261538461538461,0.5512572533849132,1.1238479262672814,2.0452380952380955,2.256862745098039,0.9885964912280703,0.9421252371916506,0.8636363636363638,0.959051724137931,0.6291793313069909,1
"Bell Street , Marylebone",0.0,0.0,0.0,0.0,0.0,0.1200000000000001,0.43243243243243246,1.1886792452830188,5.380952380952381,1.634259259259259,0.5,0.4444444444444444,0.30000000000000004,0.627906976744186,0.7714285714285714,0.38095238095238093,0.17272727272727262,0.48809523809523814,0.18874999999999997,0.3827956989247312,-0.036199095022624306,0.125,0.1428571428571428,0.4285714285714286,0
"Blackfriars Station, St. Paul's",0.1428571428571428,-0.875,0.0,0.5,-0.06666666666666665,0.1875,0.19590643274853803,1.325816843074091,4.543276430068883,2.3142857142857145,0.6611764705882353,0.5849358974358974,0.5510638297872339,1.0,0.2899728997289972,0.38949275362318847,2.281779661016949,6.469545957918051,6.102150537634409,2.1889559965487493,1.0968379446640315,0.7356321839080462,0.2543103448275863,0.4761904761904763,1
"Bouverie Street, Temple",0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,-0.02910052910052907,-0.8836206896551724,-0.3993558776167472,0.5384615384615385,0.28,0.3859649122807016,0.3585858585858588,0.5090909090909093,0.41290322580645156,0.8518518518518516,4.698412698412699,4.389830508474576,2.2830188679245285,0.9487179487179487,0.3157894736842106,0.22222222222222232,0.1428571428571428,0
"Broadcasting House, Marylebone",0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666667,0.03693181818181812,0.19298921417565484,0.4411764705882353,0.13636363636363646,0.3310023310023309,0.9534883720930232,0.9944444444444445,0.8478260869565217,0.8535714285714284,1.3981481481481481,3.0597701149425287,2.8354231974921635,1.007246376811594,0.41025641025641035,0.625,-0.30000000000000004,0.19999999999999996,0
"Carey Street, Holborn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1428571428571428,-0.2946428571428572,-0.7095238095238094,-0.02051282051282044,0.07336956521739135,-0.05714285714285716,0.12063492063492043,-0.11904761904761907,0.6000000000000001,0.6630434782608696,2.14935064935065,2.7333333333333334,1.3201754385964914,1.057142857142857,0.3214285714285714,-0.7647058823529411,0.125,0
"Charlbert Street, St. John's Wood",0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777777,0.8859649122807016,1.9847457627118645,0.7000000000000002,0.6206896551724137,0.46666666666666656,0.6176470588235294,0.16666666666666674,0.038961038961039085,0.04761904761904745,0.2857142857142858,0.3789473684210527,0.017595307917888547,0.32258064516129026,0.3055555555555556,0.5,0.0,0.08333333333333326,0
"Charles II Street, West End",0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3925925925925926,-0.1428571428571428,0.19999999999999996,0.3458646616541352,0.14076246334310838,0.34615384615384626,0.37784090909090917,0.2529411764705882,0.774390243902439,1.778450363196126,1.52987012987013,0.24,0.4196428571428572,0.375,0.803030303030303,0.0,0
"Charlotte Street, Fitzrovia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000009,0.8098290598290598,-0.026315789473684292,0.1166666666666667,0.4015151515151514,0.911764705882353,0.9584599797365756,0.8349358974358974,0.7222222222222223,0.2731092436974789,1.1840659340659343,1.843939393939394,1.3605200945626477,0.8794326241134753,0.5142857142857145,0.25,-0.8333333333333333,0
"Cheapside, Bank",0.0,0.0,0.0,0.0,0.0,0.0,-0.01025641025641022,0.6920634920634923,-0.691397849462366,-0.10416666666666652,0.5903448275862067,0.6545584045584043,1.7070707070707072,2.129032258064516,2.3212917350848388,2.5580645161290327,4.433189655172414,12.484375,7.548387096774192,3.7005772005772006,1.893617021276596,0.18571428571428572,0.19999999999999996,0.25,1
"Chelsea Green, Chelsea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7173913043478262,1.088888888888889,0.5853658536585367,0.28,0.2666666666666666,0.23076923076923084,0.1499999999999999,0.17391304347826098,0.0,0.605263157894737,0.08529411764705896,0.40740740740740744,-0.06593406593406592,0.0,0.0,0.0,-0.6666666666666667,0
"Concert Hall Approach 1, South Bank",0.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.9545454545454546,3.590909090909091,1.9714285714285715,0.21739130434782616,0.36363636363636354,-0.039215686274509665,0.6875,0.16450216450216448,0.34615384615384626,0.10389610389610393,0.5862433862433862,0.5962732919254659,0.49242424242424243,0.21739130434782616,0.28846153846153855,0.10256410256410242,0.4545454545454546,0
"Cotton Garden Estate, Kennington",0.0,0.0,0.0,0.0,0.0,0.0,1.4333333333333331,0.9130434782608696,0.0,1.0566037735849059,0.7666666666666666,0.021739130434782705,0.3571428571428572,-0.18840579710144945,0.26086956521739135,0.36363636363636354,0.20833333333333326,0.20740740740740748,0.2661290322580645,0.45571658615136856,-0.31666666666666665,-0.028571428571428692,-0.10000000000000009,0.0,0
"Cromer Street, Bloomsbury",-0.20833333333333326,0.0,0.0,0.0,0.0,0.0,0.07692307692307687,0.19047619047619047,1.1176470588235294,2.395959595959596,1.2321428571428572,0.8292682926829269,0.33333333333333326,0.4411764705882353,-0.06578947368421062,0.4023809523809525,0.16532258064516125,0.5675990675990676,-0.18131868131868134,0.14574898785425083,0.07777777777777772,-0.12083333333333335,1.4166666666666667,1.5555555555555554,0
"Curzon Street, Mayfair",0.07692307692307687,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,-0.09523809523809534,0.01098901098901095,0.24,0.24,0.1428571428571428,0.3870967741935485,-0.06060606060606055,0.5806451612903225,0.2857142857142858,0.7777777777777777,1.536842105263158,0.5579710144927537,0.5400696864111498,0.48275862068965525,0.4285714285714286,0.46666666666666656,0.0,0
"Denyer Street, Knightsbridge",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5609756097560976,0.6666666666666667,0.28125,0.02499999999999991,0.3666666666666667,0.2272727272727273,0.22222222222222232,-0.2058823529411764,0.3125,0.2620967741935485,0.1506493506493507,0.5333333333333334,0.1428571428571428,0.19999999999999996,0.0,0.0,0.0,0
"Eagle Wharf Road, Hoxton",0.6666666666666667,0.0,0.0,0.0,0.0,0.3902439024390243,1.9830508474576272,3.870967741935484,12.135110294117647,6.650625,1.4626623376623376,1.1400000000000001,1.377049180327869,0.7171428571428573,0.6092436974789917,0.5762527233115469,0.6653658536585367,1.263709677419355,2.0395894428152497,0.4322781525687598,0.19699812382739212,0.05434782608695654,0.5595238095238095,0.09090909090909083,1
"Earnshaw Street , Covent Garden",0.4444444444444444,0.0,0.25,0.0,0.0,0.0,0.125,0.3055555555555556,0.5771428571428572,0.3130630630630631,0.41025641025641035,0.21190476190476182,0.4850427350427351,0.5416666666666667,0.6666666666666667,0.6307277628032346,1.54093567251462,2.1666666666666665,2.2562841530054643,1.1945812807881775,0.7708333333333333,0.8577235772357723,0.6794871794871795,1.0625,0
"Ebury Bridge, Pimlico",0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666674,0.0,1.1442307692307692,0.35964912280701755,0.2681818181818181,0.3870967741935485,0.3571428571428572,0.29965156794425085,0.6190476190476191,0.11111111111111116,0.28963414634146334,0.6024955436720143,0.09999999999999987,-0.02777777777777768,0.41666666666666674,0.23076923076923084,-0.20833333333333326,0.0,0
